trad_char,trad_freq,trad_stroke_count,trad_id,trad_unicode,simpl_char,simpl_stroke_count,english,simpl_freq,flags
器,77660,16,A00696,5668,器,16,"machine",95444,[]
南,77470,9,A00441,5357,南,9,"south",139078,[]
案,77425,10,A01912,6848,案,10,"desk",79395,[]
畫,77423,12,A02650,756B,画,8,"draw",38263,['diff']
英,77253,9,A03455,82F1,英,8,"outstanding",116193,[]
訴,77163,12,A03812,8A34,诉,7,"tell",68147,['diff']
帶,76240,11,A01176,5E36,带,9,"belt, bring",124619,['diff']
差,76057,10,A01153,5DEE,差,9,"difference",50349,[]
乎,76041,5,A00033,4E4E,乎,5,"archaic discourse particle",90127,[]
量,75841,12,A04259,91CF,量,12,"to measure",180008,[]
久,75514,3,A00027,4E45,久,3,"long time",62588,[]
掉,75299,11,A01598,6389,掉,11,"drop, fall",40541,[]
似,75146,7,A00120,4F3C,似,6,"similar",98057,[]
整,75045,16,A01740,6574,整,16,"neaten",100910,[]
引,74461,4,A01247,5F15,引,4,"pull, attract, stretch",85740,[]
班,74297,10,A02566,73ED,班,10,"class",38130,[]
圖,74216,14,A00739,5716,图,8,"picture",85957,['diff']
迷,74216,10,A04129,8FF7,迷,9,"to entrance",23959,[]
制,74134,8,A00350,5236,制,8,"law",250754,['many-to-one']
費,73882,12,A03943,8CBB,费,9,"spend",84359,['diff']
賽,73767,17,A03973,8CFD,赛,14,"compete",27472,['diff']
奇,73699,8,A00859,5947,奇,8,"odd (not even)",71919,[]
識,73392,19,A03884,8B58,识,7,"know",125220,['diff']
型,73353,9,A00765,578B,型,9,"model",73216,[]
超,73305,12,A03994,8D85,超,12,"super-, surpass",48218,[]
邊,73304,19,A04196,908A,边,5,"side, border",136277,['diff']
品,72832,9,A00575,54C1,品,9,"product",138528,[]
舍,72675,8,A03403,820D,舍,8,"dwelling",17647,['many-to-one']
雖,72668,17,A04461,96D6,虽,9,"although",81097,['diff']
始,72626,8,A00908,59CB,始,8,"start",112987,[]
運,72593,13,A04157,904B,运,7,"transport",123903,['diff']
李,72434,7,A01864,674E,李,7,"plum",86593,[]
務,72387,11,A00393,52D9,务,5,"task, duty",176085,['diff']
權,72344,22,A02050,6B0A,权,6,"power, right",144506,['diff']
驗,72278,23,A04652,9A57,验,10,"experience",76542,['diff']
故,72033,9,A01721,6545,故,9,"past",70067,[]
六,71823,4,A00286,516D,六,4,"six",85830,[]
讀,71735,22,A03896,8B80,读,10,"read",48304,['diff']
怪,71713,8,A01325,602A,怪,8,"strange",46600,[]
飛,71452,9,A04580,98DB,飞,3,"fly",122290,['diff']
滿,71310,14,A02309,6EFF,满,13,"filled",96954,['diff']
服,71299,8,A01843,670D,服,8,"clothing",116961,[]
夢,71231,14,A00846,5922,梦,11,"dream",39486,['diff']
收,71165,6,A01716,6536,收,6,"receive, obtain",120897,[]
眼,71058,11,A02773,773C,眼,11,"eye",152079,[]
造,71032,11,A04146,9020,造,10,"create",120496,[]
念,70963,8,A01318,5FF5,念,8,"miss (remember)",85953,['many-to-one']
留,70864,10,A02645,7559,留,10,"remain",73287,[]
課,70719,15,A03851,8AB2,课,10,"lesson",21705,['diff']
軍,70663,9,A04063,8ECD,军,6,"military",362526,['diff']
破,70155,10,A02833,7834,破,10,"break",67268,[]
精,69858,14,A03067,7CBE,精,14,"refine",97135,[]
半,69801,5,A00435,534A,半,5,"half",80183,[]
約,69741,9,A03087,7D04,约,6,"constrain, promise, approximately",99148,['diff']
願,69445,19,A04565,9858,愿,14,"wish",67915,['diff']
令,69051,5,A00085,4EE4,令,5,"command",114570,[]
底,68724,8,A01207,5E95,底,8,"bottom",75728,[]
答,68517,12,A03002,7B54,答,12,"reply",72421,[]
演,68360,14,A02298,6F14,演,14,"to act",52394,[]
達,68312,13,A04161,9054,达,6,"arrive",147907,['diff']
雄,68173,12,A04453,96C4,雄,12,"imposing, heroic",28184,[]
深,67687,11,A02243,6DF1,深,11,"deep",105924,[]
票,67677,11,A02895,7968,票,11,"ticket",36459,[]
早,67132,6,A01773,65E9,早,6,"morning, early",89623,[]
院,66835,10,A04415,9662,院,9,"courtyard",126115,[]
夠,66056,11,A00844,5920,够,11,"enough",76181,['diff']
曲,65789,6,A01831,66F2,曲,6,"bend, bent",27401,['many-to-one']
假,65722,11,A00203,5047,假,11,"false",62691,[]
談,65267,15,A03846,8AC7,谈,10,"discuss",86089,['diff']
術,65266,11,A03701,8853,术,5,"skill",131634,"['diff', 'many-to-one']"
棒,65240,12,A01963,68D2,棒,12,"club (tool)",4917,[]
賣,65227,15,A03968,8CE3,卖,8,"sell",32694,['diff']
黑,64983,12,A04771,9ED1,黑,12,"black",78896,[]
百,64888,6,A02722,767E,百,6,"hundred",103938,[]
勝,64825,12,A00397,52DD,胜,9,"win",49565,['diff']
推,64630,11,A01602,63A8,推,11,"push",80933,[]
存,64502,6,A00988,5B58,存,6,"exist, store",110970,[]
火,64196,4,A02383,706B,火,4,"fire, flame",97760,[]
準,64150,13,A02292,6E96,准,10,"accurate",113877,"['diff', 'many-to-one']"
示,63561,5,A02877,793A,示,5,"show",98963,[]
往,63499,8,A01278,5F80,往,8,"towards",116539,[]
易,63406,8,A01780,6613,易,8,"easy",89730,[]
況,63334,8,A02173,6CC1,况,7,"situation",100680,['diff']
晚,63237,11,A01801,665A,晚,11,"evening, night, late",62142,[]
離,63204,19,A04466,96E2,离,10,"depart",100744,['diff']
治,62946,8,A02179,6CBB,治,8,"govern",156904,[]
導,62860,16,A01067,5C0E,导,6,"guide, conduct",124463,['diff']
七,62853,2,A00003,4E03,七,2,"seven",76766,[]
段,62173,9,A02089,6BB5,段,9,"segment",71172,[]
團,62106,14,A00738,5718,团,6,"ball, group",104151,['diff']
調,61916,15,A03854,8ABF,调,10,"transfer",106379,['diff']
證,61502,19,A03885,8B49,证,7,"proof",115610,"['diff', 'many-to-one']"
列,61352,6,A00335,5217,列,6,"rank, file",82418,[]
傷,61254,13,A00232,50B7,伤,6,"injure",59632,['diff']
永,61245,5,A02125,6C38,永,5,"eternal",40936,[]
剛,61146,10,A00362,525B,刚,6,"just now",64622,['diff']
排,61011,11,A01608,6392,排,11,"line up",55938,[]
哥,60956,10,A00587,54E5,哥,10,"elder brother",43620,[]
德,60841,15,A01302,5FB7,德,15,"virtue",168917,[]
九,60561,2,A00039,4E5D,九,2,"nine",94580,[]
甚,60517,9,A02621,751A,甚,9,"quite",64438,[]
殺,60424,11,A02091,6BBA,杀,6,"kill",68776,['diff']
照,60147,13,A02424,7167,照,13,"shine",95020,[]
軟,60057,11,A04068,8EDF,软,8,"soft",28885,['diff']
包,60049,5,A00408,5305,包,5,"bag, wrap",91240,[]
怕,59891,8,A01326,6015,怕,8,"afraid",63520,[]
條,59837,11,A01949,689D,条,7,"strip, twig",191280,['diff']
夜,59755,8,A00843,591C,夜,8,"night",58839,[]
商,59657,11,A00600,5546,商,11,"commerce",105406,[]
概,59558,13,A01981,6982,概,13,"summary",44501,[]
根,59387,10,A01915,6839,根,10,"root",120778,[]
供,59310,8,A00136,4F9B,供,8,"supply",74168,[]
絕,59291,12,A03117,7D55,绝,9,"end",72074,['diff']
千,59102,3,A00430,5343,千,3,"thousand",67843,['many-to-one']
客,59085,9,A01022,5BA2,客,9,"guest",69108,[]
切,58909,4,A00332,5207,切,4,"cut, slice",126391,[]
集,58884,12,A04455,96C6,集,12,"gather",104019,[]
稱,58681,14,A02937,7A31,称,10,"to address",93638,['diff']
據,58668,16,A01681,64DA,据,11,"occupy",137990,['diff']
落,58567,13,A03520,843D,落,12,"to fall",82641,[]
越,58490,12,A03993,8D8A,越,12,"exceed",95657,[]
竟,58426,11,A04532,7ADF,竟,11,"finally",53033,[]
盡,58387,14,A02750,76E1,尽,6,"end, use up",84270,"['diff', 'many-to-one']"
待,58350,9,A01283,5F85,待,9,"wait",57757,[]
聞,58075,14,A03272,805E,闻,9,"hear",42253,['diff']
園,58048,13,A00736,5712,园,7,"garden",31925,['diff']
忘,57999,7,A01309,5FD8,忘,7,"forget",27961,[]
值,57997,10,A00179,503C,值,10,"worth",67732,[]
產,57950,11,A02624,7522,产,6,"produce, property",265164,['diff']
消,57326,10,A02201,6D88,消,10,"disappear",96263,[]
雙,57210,18,A04463,96D9,双,4,"couple, both",69440,['diff']
紅,56845,9,A03083,7D05,红,6,"red",81852,['diff']
座,56615,10,A01213,5EA7,座,10,"seat",42814,[]
展,56225,10,A01091,5C55,展,10,"expand",156759,[]
育,55965,7,A03297,80B2,育,8,"cultivate",66551,[]
跑,55821,12,A04008,8DD1,跑,12,"run",39497,[]
附,55735,8,A04410,9644,附,7,"adhere",35955,[]
執,55340,11,A00784,57F7,执,6,"hold, control",47543,['diff']
唱,55158,11,A00608,5531,唱,11,"sing, song",20085,[]
技,54857,7,A01507,6280,技,7,"skill",99790,[]
某,54845,9,A01894,67D0,某,9,"some, certain",79482,[]
硬,54667,12,A02840,786C,硬,12,"hard",23364,[]
斯,54548,12,A01756,65AF,斯,12,"this",240900,[]
雲,54540,12,A04471,96F2,云,4,"cloud",54510,"['diff', 'many-to-one']"
遊,54425,13,A04158,904A,游,12,"travel",54262,"['diff', 'many-to-one']"
息,54380,10,A01352,606F,息,10,"breath",98447,[]
助,54145,7,A00384,52A9,助,7,"help",66867,[]
須,53837,12,A04541,9808,须,9,"must",94903,"['diff', 'many-to-one']"
苦,53817,9,A03448,82E6,苦,8,"bitter",63194,[]
介,53811,4,A00076,4ECB,介,4,"introduce, lie between, wear armor",41749,[]
效,53687,10,A01722,6548,效,10,"result",74009,[]
首,53235,9,A04615,9996,首,9,"head",85036,[]
質,53139,15,A03970,8CEA,质,8,"hostage, material",104560,['diff']
例,53106,8,A00137,4F8B,例,8,"example",74579,[]
唉,53049,10,A00595,5509,唉,10,"sigh",6269,[]
職,53031,18,A03279,8077,职,11,"office, duty",65272,['diff']
復,52921,12,A01296,5FA9,复,9,"again",98822,"['diff', 'many-to-one']"
輸,52871,16,A04089,8F38,输,13,"transport",34688,['diff']
節,52773,13,A03007,7BC0,节,5,"joint, season, festival",80074,['diff']
規,52770,11,A03768,898F,规,8,"rule",134528,['diff']
注,52732,8,A02157,6CE8,注,8,"pour",82869,['many-to-one']
畢,52670,11,A02648,7562,毕,6,"end",26148,['diff']
查,52569,9,A01905,67E5,查,9,"investigate",90039,[]
熱,52375,15,A02438,71B1,热,10,"hot",67051,['diff']
油,52331,8,A02172,6CB9,油,8,"oil",34469,[]
館,52285,16,A04602,9928,馆,11,"public building",30564,['diff']
態,52194,14,A01417,614B,态,8,"situation",77219,['diff']
停,52109,11,A00202,505C,停,11,"stop",54453,[]
福,52055,14,A02901,798F,福,13,"auspicious",55871,[]
救,52003,11,A01725,6551,救,11,"save, rescue, help",38824,[]
倒,51920,10,A00182,5012,倒,10,"fall over",66634,[]
親,51866,16,A03770,89AA,亲,9,"familial",118451,['diff']
害,51860,10,A01025,5BB3,害,10,"harm",69462,[]
亂,51811,13,A00045,4E82,乱,7,"disorder, chaos",47474,['diff']
古,51625,5,A00482,53E4,古,5,"old",80454,[]
步,51305,7,A02069,6B65,步,7,"step",121267,[]
寶,51193,20,A01056,5BF6,宝,8,"treasure",42836,['diff']
擊,51164,17,A01690,64CA,击,5,"hit",107513,['diff']
舉,51086,17,A03400,8209,举,9,"raise",68924,['diff']
終,50989,11,A03113,7D42,终,8,"end",72533,['diff']
印,50702,6,A00450,5370,印,5,"seal, mark",62179,[]
限,50622,9,A04411,9650,限,8,"limit",66018,[]
依,50589,8,A00131,4F9D,依,8,"lean",70632,[]
斷,50421,18,A01758,65B7,断,11,"interrupt",97235,['diff']
輕,50407,14,A04078,8F15,轻,9,"light (not heavy)",89852,['diff']
環,49945,17,A02604,74B0,环,8,"ring",55971,['diff']
簡,49903,18,A03040,7C21,简,13,"simple",52280,['diff']
趣,49894,15,A03999,8DA3,趣,15,"interest",27434,[]
志,49868,7,A01311,5FD7,志,7,"ambition",75904,['many-to-one']
響,49816,21,A04535,97FF,响,9,"loud",81702,['diff']
隨,49767,16,A04444,96A8,随,11,"follow",82599,['diff']
練,49683,15,A03148,7DF4,练,8,"practice",30963,['diff']
續,49681,21,A03191,7E8C,续,11,"continue, success",73927,['diff']
魚,49608,11,A04691,9B5A,鱼,8,"fish",40452,['diff']
篇,49397,15,A03022,7BC7,篇,15,"piece of writing",30894,[]
司,49008,5,A00489,53F8,司,5,"manage, agency",155229,[]
局,48936,7,A01079,5C40,局,7,"agency",84587,[]
送,48681,10,A04127,9001,送,9,"send",60182,[]
極,48680,13,A01979,6975,极,7,"extreme",117736,['diff']
角,48659,7,A03777,89D2,角,7,"horn, angle",50081,[]
省,48656,9,A02760,7701,省,9,"omit",58642,[]
源,48575,13,A02282,6E90,源,13,"source",58145,[]
陽,48494,12,A04432,967D,阳,6,"bright, positive, Yang",60867,['diff']
幹,48479,13,A01196,5E79,干,3,"do",120564,"['diff', 'many-to-one']"
習,48435,11,A03237,7FD2,习,3,"practice, study",57329,['diff']
羅,48179,19,A03213,7F85,罗,8,"net",108376,['diff']
武,48104,8,A02070,6B66,武,8,"martial",81863,[]
免,48015,7,A00275,514D,免,7,"exempt",48044,[]
疑,47964,14,A02659,7591,疑,14,"doubt",53982,[]
拉,47785,8,A01524,62C9,拉,8,"pull",134051,[]
克,47635,7,A00273,514B,克,7,"defeat",166044,['many-to-one']
仍,47529,4,A00074,4ECD,仍,4,"yet, still, continuing",67490,[]
樓,47232,15,A02013,6A13,楼,13,"floor (of multi-story building)",38463,['diff']
佛,47189,7,A00110,4F5B,佛,7,"Buddha",47038,['many-to-one']
足,47014,7,A04001,8DB3,足,7,"foot, sufficient",77385,[]
低,46654,7,A00126,4F4E,低,7,"low",68424,[]
廣,46522,15,A01230,5EE3,广,3,"wide",87900,['diff']
煩,46473,13,A02421,7169,烦,10,"annoy",20076,['diff']
鳥,46304,11,A04716,9CE5,鸟,5,"bird",19698,['diff']
顯,46026,23,A04569,986F,显,9,"show",87825,['diff']
碼,45990,15,A02861,78BC,码,8,"tally",17626,['diff']
土,45706,3,A00740,571F,土,3,"earth",79809,[]
率,45566,11,A02551,7387,率,11,"rate",64453,[]
聖,45455,13,A03270,8056,圣,5,"holy",33620,['diff']
壞,45324,19,A00826,58DE,坏,7,"bad",41723,['diff']
初,45256,7,A03709,521D,初,7,"initial",58587,[]
具,45052,8,A00291,5177,具,8,"tool",108811,[]
預,44980,13,A04542,9810,预,10,"beforehand",61534,['diff']
呀,44977,7,A00537,5440,呀,7,"discourse particle",35343,[]
眾,44803,11,A02772,773E,众,6,"crowd",80390,['diff']
責,44701,11,A03933,8CAC,责,8,"chastise",76377,['diff']
爭,44699,8,A02468,722D,争,6,"dispute",124420,['diff']
兵,44572,7,A00290,5175,兵,7,"soldier",106982,[]
智,44507,12,A01811,667A,智,12,"wise",38064,[]
誤,44398,14,A03838,8AA4,误,9,"err",40196,['diff']
境,44397,14,A00806,5883,境,14,"realm",69360,[]
青,44152,8,A04499,9752,青,8,"green, blue",82619,[]
順,44024,12,A04540,9806,顺,9,"smooth",34708,['diff']
野,43878,11,A04258,91CE,野,11,"field, wilderness",40681,[]
楚,43767,13,A01975,695A,楚,13,"clear, stark",39846,[]
貴,43668,12,A03945,8CB4,贵,9,"precious",38668,['diff']
負,43549,9,A03929,8CA0,负,6,"bear, betray, lose",54616,['diff']
壓,43377,17,A00822,58D3,压,6,"press",48038,['diff']
史,43277,5,A00494,53F2,史,5,"history",90469,[]
適,43229,15,A04178,9069,适,9,"suitable",58927,['diff']
係,43117,9,A00165,4FC2,系,7,"link",190769,"['diff', 'many-to-one']"
測,42962,12,A02270,6E2C,测,9,"measure",39752,['diff']
懷,42878,19,A01457,61F7,怀,7,"bosom, yearn",47561,['diff']
迎,42805,8,A04117,8FCE,迎,7,"welcome",27228,[]
配,42778,10,A04229,914D,配,10,"match up",49900,[]
魔,42586,21,A04689,9B54,魔,20,"demon; magic",22835,[]
慢,42566,14,A01419,6162,慢,14,"slow",42506,[]
懂,42342,16,A01449,61C2,懂,15,"understand",21117,[]
嗚,42327,13,A00656,55DA,呜,7,"onomatopoeia (for crying, etc.)",3341,['diff']
亦,42217,6,A00061,4EA6,亦,6,"also",37960,[]
味,42200,8,A00541,5473,味,8,"taste",40704,[]
評,41999,12,A03804,8A55,评,7,"comment",42966,['diff']
舞,41993,14,A03409,821E,舞,14,"dance",24360,[]
細,41672,11,A03109,7D30,细,8,"thin (not thick)",67915,['diff']
醫,41484,18,A04248,91AB,医,7,"doctor",84620,['diff']
帝,41120,9,A01171,5E1D,帝,9,"emperor",66035,[]
屬,41089,21,A01098,5C6C,属,12,"belong to",66374,['diff']
句,41088,5,A00497,53E5,句,5,"sentence",52891,[]
戀,41039,23,A01465,6200,恋,10,"romance",14674,['diff']
敗,40871,11,A01727,6557,败,8,"defeat",39627,['diff']
宜,40410,8,A01016,5B9C,宜,8,"suitable",18833,[]
楊,40360,13,A01982,694A,杨,7,"poplar",27561,['diff']
甲,40313,5,A02634,7532,甲,5,"armor, first",25620,[]
追,40176,10,A04134,8FFD,追,9,"chase",47079,[]
灌,40173,21,A02378,704C,灌,20,"irrigate",6403,[]
春,40107,9,A01787,6625,春,9,"spring (season)",36027,[]
左,40106,5,A01151,5DE6,左,5,"left",45568,[]
敢,40043,12,A01733,6562,敢,11,"brave",44338,[]
靈,40022,24,A04497,9748,灵,7,"spirit",50134,['diff']
狂,40001,7,A02510,72C2,狂,7,"crazy",24259,[]
際,39814,14,A04442,969B,际,7,"edge",99412,['diff']
群,39731,13,A03225,7FA4,群,13,"crowd",70459,[]
族,39730,11,A01764,65CF,族,11,"clan, tribe, ethnicity",74174,[]
木,39692,4,A01853,6728,木,4,"tree, wood",54433,[]
騎,39690,18,A04639,9A0E,骑,11,"ride",16037,['diff']
里,39663,7,A04256,91CC,里,7,"community",537795,['many-to-one']
項,39517,12,A04539,9805,项,9,"neck",70453,['diff']
戲,39504,17,A01484,6232,戏,6,"play (games); play (drama)",29402,['diff']
遇,39200,13,A04165,9047,遇,12,"encounter",37343,[]
狗,39154,8,A02514,72D7,狗,8,"dog",19093,[]
佳,39101,8,A00133,4F73,佳,8,"good",12061,[]
博,39094,12,A00442,535A,博,12,"knowledgeable",33366,[]
右,39017,5,A00483,53F3,右,5,"right",45561,[]
痛,38864,12,A02679,75DB,痛,12,"pain",50459,[]
營,38542,17,A02453,71DF,营,11,"army",76372,['diff']
妹,38407,8,A00902,59B9,妹,8,"younger sister",22723,[]
康,38252,11,A01214,5EB7,康,11,"peaceful",37302,[]
善,38229,12,A03222,5584,善,12,"good (vs evil)",48739,[]
徵,38219,15,A01303,5FB5,征,8,"amass",49855,"['diff', 'many-to-one']"
歷,38186,16,A02074,6B77,历,4,"history",85487,"['diff', 'many-to-one']"
官,38147,8,A01015,5B98,官,8,"government official",97897,[]
爾,38126,14,A02477,723E,尔,5,"thou",189785,['diff']
按,38098,9,A01555,6309,按,9,"press",69984,[]
編,38087,15,A03154,7DE8,编,12,"to braid",39879,['diff']
病,38013,10,A02667,75C5,病,10,"illness",98692,[]
護,38012,21,A03894,8B77,护,7,"protect",76993,['diff']
補,37810,12,A03729,88DC,补,7,"patch",34542,['diff']
擇,37712,16,A01683,64C7,择,8,"choose",33615,['diff']
抓,37600,7,A01521,6293,抓,7,"grab",31675,[]
石,37521,5,A02823,77F3,石,5,"stone",102149,[]
歲,37303,13,A02073,6B72,岁,6,"year, age",46835,['diff']
隻,37091,10,A04449,96BB,只,5,"measure word for land animals",370059,"['diff', 'many-to-one']"
領,36858,14,A04549,9818,领,11,"neck",130993,['diff']
尋,36745,12,A01065,5C0B,寻,6,"seek",33469,['diff']
溫,36448,13,A02290,6EAB,温,12,"warm",39312,['diff']
養,36306,15,A04597,990A,养,9,"to rear",47702,['diff']
止,36248,4,A02066,6B62,止,4,"stop",68082,[]
守,36214,6,A01007,5B88,守,6,"guard",44264,[]
君,36180,7,A00526,541B,君,7,"sovereign",31960,[]
血,36175,6,A03698,8840,血,6,"blood",59944,[]
田,35956,5,A02632,7530,田,5,"field",45886,[]
雨,35918,8,A04468,96E8,雨,8,"rain",35370,[]
居,35883,8,A01084,5C45,居,8,"inhabit",56307,[]
異,35756,11,A02649,7570,异,6,"different",52735,['diff']
優,35686,17,A00257,512A,优,6,"excellent",46613,['diff']
跳,35617,13,A04016,8DF3,跳,13,"jump",31324,[]
拜,35481,9,A01553,62DC,拜,9,"worship",20978,[]
爛,35425,21,A02464,721B,烂,9,"rot",9635,['diff']
封,35062,9,A01059,5C01,封,9,"to seal",38954,[]
惡,34959,12,A01382,60E1,恶,10,"evil",44493,['diff']
良,34852,7,A03425,826F,良,7,"good",41167,[]
模,34786,15,A02012,6A21,模,14,"imitate",54891,[]
狀,34746,8,A02511,72C0,状,7,"form",64495,['diff']
浪,34731,10,A02199,6D6A,浪,10,"wave",22639,[]
增,34603,15,A00813,589E,增,15,"increase",93869,[]
核,34508,10,A01911,6838,核,10,"core",41944,[]
激,34430,16,A02350,6FC0,激,16,"agitate",52723,[]
維,34363,14,A03144,7DAD,维,11,"maintain",78877,['diff']
陸,34355,11,A04424,9678,陆,7,"dry land",57430,['diff']
吳,34275,7,A00523,5433,吴,7,"Wu (region)",24632,['diff']
牛,34225,4,A02486,725B,牛,4,"cattle",30047,[]
忙,34193,6,A01307,5FD9,忙,6,"busy",42026,[]
詞,34187,12,A03805,8A5E,词,7,"word",33669,['diff']
劇,34177,15,A00374,5287,剧,10,"drama",36585,['diff']
宿,34166,11,A01036,5BBF,宿,11,"stay overnight",9693,[]
急,34127,9,A01332,6025,急,9,"hurry",60141,[]
抱,34049,8,A01546,62B1,抱,8,"hug",25069,[]
靜,33948,16,A04502,975C,静,14,"quiet",51401,['diff']
攻,33870,7,A01718,653B,攻,7,"attack",68747,[]
亞,33773,8,A00057,4E9E,亚,6,"secondary",100251,['diff']
江,33665,6,A02133,6C5F,江,6,"great river",69602,[]
致,33582,10,A03390,81F4,致,10,"cause",78238,['many-to-one']
陣,33507,10,A04416,9663,阵,6,"a while, formation",44899,['diff']
嚴,33480,20,A00714,56B4,严,7,"severe",75278,['diff']
宗,33457,8,A01013,5B97,宗,8,"ancestor",50799,[]
警,33394,20,A03891,8B66,警,19,"alert",55189,[]
壘,33371,18,A00825,58D8,垒,9,"pile",4134,['diff']
夫,33289,4,A00850,592B,夫,4,"male, husband",114784,[]
密,33263,11,A01037,5BC6,密,11,"dense",68475,[]
睡,33220,14,A02792,7761,睡,13,"sleep",33420,[]
午,33188,4,A00431,5348,午,4,"noon",30985,[]
勢,33183,13,A00402,52E2,势,8,"power",80705,['diff']
店,33183,8,A01205,5E97,店,8,"shop",28926,[]
悲,32912,12,A01383,60B2,悲,12,"sad",23500,[]
蘭,32884,21,A03600,862D,兰,5,"orchid",61951,['diff']
幕,32840,14,A01185,5E55,幕,13,"curtain",18138,[]
緣,32816,15,A03155,7DE3,缘,12,"edge",19330,['diff']
週,32814,12,A04154,9031,周,8,"week, surround",83366,"['diff', 'many-to-one']"
廠,32799,15,A01231,5EE0,厂,2,"factory",33468,['diff']
簽,32720,19,A03044,7C3D,签,13,"signature",20057,"['diff', 'many-to-one']"
坐,32688,7,A00754,5750,坐,7,"sit",66293,[]
香,32674,9,A04616,9999,香,9,"fragrance",46525,[]
爽,32512,11,A02476,723D,爽,11,"cheerful, straightforward",4368,[]
控,32500,11,A01587,63A7,控,11,"accuse",45664,[]
微,32489,13,A01300,5FAE,微,13,"tiny",60484,[]
登,32345,12,A02719,767B,登,12,"climb",42687,[]
翻,32305,18,A03249,7FFB,翻,18,"turn over",29568,[]
普,32256,12,A01805,666E,普,12,"universal",63570,[]
蠻,32242,25,A03697,883B,蛮,12,"barbarian",6503,['diff']
冷,32223,7,A00311,51B7,冷,7,"cold",53460,[]
威,32216,9,A00924,5A01,威,9,"awe",64559,[]
毒,32195,9,A02100,6BD2,毒,9,"poison",34517,[]
俊,32096,9,A00160,4FCA,俊,9,"handsome",8543,[]
絡,31927,12,A03121,7D61,络,9,"network",25256,['diff']
母,31843,5,A02098,6BCD,母,5,"mother",71462,[]
創,31835,12,A00368,5275,创,6,"wound",63156,['diff']
堂,31766,11,A00782,5802,堂,11,"government office",32367,[]
趙,31746,14,A03996,8D99,赵,9,"Zhao (a surname)",23428,['diff']
套,31711,10,A00868,5957,套,10,"sheath",26301,[]
舊,31618,18,A03401,820A,旧,5,"old, used",36291,['diff']
雜,31573,18,A04462,96DC,杂,6,"mixed, complex",40265,['diff']
周,31546,8,A00559,5468,周,8,"surround, Zhou Dynasty",83366,['many-to-one']
述,31545,9,A04120,8FF0,述,8,"describe",57744,[]
恐,31356,10,A01348,6050,恐,10,"fear",37676,[]
幸,31266,8,A01195,5E78,幸,8,"lucky",37198,['many-to-one']
亮,31253,9,A00067,4EAE,亮,9,"bright",41016,[]
麗,31237,19,A04756,9E97,丽,7,"beautiful",41363,['diff']
巴,31055,4,A01157,5DF4,巴,4,"greatly desire",74917,[]
禮,31007,18,A02906,79AE,礼,5,"rite, courtesy",35612,['diff']
酒,30999,10,A04228,9152,酒,10,"alcohol",44069,[]
仁,30825,4,A00069,4EC1,仁,4,"humanity, kindness",17263,[]
餐,30791,16,A04601,9910,餐,16,"meal",14641,[]
牌,30757,12,A02481,724C,牌,12,"plaque",19752,[]
突,30729,9,A02958,7A81,突,9,"protrude",84474,[]
腳,30714,13,A03350,8173,脚,11,"foot",44529,['diff']
劍,30674,15,A00377,528D,剑,9,"sword",39020,['diff']
招,30651,8,A01531,62DB,招,8,"beckon",34625,[]
吉,30644,6,A00499,5409,吉,6,"auspicious",40081,[]
父,30608,4,A02471,7236,父,4,"father",68576,[]
仔,30580,5,A00080,4ED4,仔,5,"young",12428,[]
典,30356,8,A00293,5178,典,8,"ceremony",28860,[]
搞,30263,13,A01637,641E,搞,13,"fiddle with",24265,[]
房,30239,8,A01488,623F,房,8,"house",80320,[]
素,30215,10,A03092,7D20,素,10,"plain",59100,[]
防,30067,7,A04403,9632,防,6,"defend",74459,[]
授,30016,11,A01604,6388,授,11,"teach, give",33017,[]
充,29996,5,A00266,5145,充,6,"fill",54812,[]
草,29857,10,A03469,8349,草,9,"grass",44612,[]
暴,29856,15,A01821,66B4,暴,15,"violent",29566,[]
慮,29844,15,A01426,616E,虑,10,"consider",37208,['diff']
紹,29836,11,A03106,7D39,绍,8,"continue",20681,['diff']
背,29813,9,A03313,80CC,背,9,"back (of the body)",45181,['many-to-one']
劉,29759,15,A00376,5289,刘,6,"Liu (a surname)",48600,['diff']
委,29585,8,A00901,59D4,委,8,"delegate",90263,[]
府,29469,8,A01206,5E9C,府,8,"government office",100771,[]
景,29462,12,A01809,666F,景,12,"scenery",42738,[]
憶,29345,16,A01447,61B6,忆,4,"remember, memory",17829,['diff']
尤,29292,4,A01072,5C24,尤,4,"especially, particularly",25908,[]
諸,29277,15,A03850,8AF8,诸,10,"every",29957,['diff']
缺,29257,10,A03197,7F3A,缺,10,"lack",38506,[]
援,29206,12,A01630,63F4,援,12,"aid",22180,[]
漫,29193,14,A02317,6F2B,漫,14,"all over the place",14869,[]
琴,29126,12,A02583,7434,琴,12,"zither",10383,[]
罵,28923,15,A03210,7F75,骂,9,"scold",14976,['diff']
純,28912,10,A03094,7D14,纯,7,"pure",24890,['diff']
尚,28869,8,A01071,5C1A,尚,8,"yet",38376,[]
藝,28831,19,A03586,85DD,艺,4,"art, talent",45218,['diff']
惜,28798,11,A01373,60DC,惜,11,"pity, regret",13687,[]
置,28732,13,A03205,7F6E,置,13,"to place",57255,[]
益,28706,10,A02741,76CA,益,10,"benefit",60896,[]
姐,28608,8,A00906,59D0,姐,8,"older sister",41762,[]
誠,28547,13,A03823,8AA0,诚,8,"honest",23947,['diff']
